ID	locality	country	decimalLongitude	decimalLatitude	geodeticDatum	elevation	aspect	entranceNumber	entranceType	entranceSize	entranceHabitat	entranceHabitatVerbatim	development	positiveDrop	negativeDrop	caveType	caveMorphology	caveActive	caveTouristic	notes	referencesLocality	referencesSpecies	contributorName	contributorEmail
CAVE_072	Grotte de l Estelas	France	1,00981	42,99567	WGS84 	930	N	1	horizontal	20	forest	Fagus sylvatica	300	45	5	karst	horizontal	0	0	Dry & Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_073	Grottes d Aliou	France	1,04893	42,9903	WGS84 	440	N	3	horizontal	50	shrubs	Buxus sempervirens, Corylus avellana	1500	30	78	karst	horizontal	1	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_074	Grotte de Sendé	France	1,11463	42,95857	WGS84 	650	N	1	horizontal	3	shrubs	Buxus sempervirens	150	0	5	karst	horizontal	0	0	Dry & Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_075	Grotte de Peyronnard	France	1,34811	43,07523	WGS84 	470	S	1	descendent	30	forest	Quercus pubescens	60	0	15	karst	descendent	0	0	Dry & Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_076	Grotte de Balagué	France	-0,4038	43,14513	WGS84 	330	SE	1	descendent	2	shrubs	Buxus sempervirens	500	0	15	karst	horizontal	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_077	Grotte de l Œil de Néez	France	-0,40443	43,14949	WGS84 	320	E	1	horizontal	15	grass	NA	332	0	11	karst	horizontal	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_078	Mine de Baburet	France	-0,26796	43,01291	WGS84 	800	SE	1	horizontal	3	shrubs	Buxus sempervirens	520	0	0	artificial	horizontal	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_079	Grotte de Castelmouly	France	0,13159	43,04789	WGS84 	750	NE	1	horizontal	3	forest	Quercus pubescens	125	0	16	karst	descendent	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_080	Grotte de Tignahustres	France	0,53188	43,05521	WGS84 	550	SW	1	horizontal	3	rocky	NA	NA	0	0	karst	ascendent	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_081	Grotte du Bédat	France	0,14065	43,05876	WGS84 	750	N	2	horizontal	30	forest	Fagus sylvatica	1800	0	120	karst	horizontal	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_082	Grotte de Montalibet	France	-0,13133	43,10892	WGS84 	480	S	1	descendent	5	forest	Fraxinus sp.	270	0	90	karst	descendent	1	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_083	Grotte de Gabarrets	France	-0,14684	43,08858	WGS84 	590	N	3	horizontal	6	forest	Fagus sylvatica	NA	8	0	karst	descendent	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_084	Grotte de Montsaunès	France	0,93906	43,11549	WGS84 	350	E	1	horizontal	2	shrubs	Prunus spinosa, Rosa sp., Buxus sempervirens	1165	0	4	karst	horizontal	0	0	Dry	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_085	Grotte de la Buhadère	France	0,82577	42,94649	WGS84 	760	NE	1	horizontal	1	forest	Fagus sylvatica	2039	30	64	karst	descendent	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_086	Grotte de la Quère	France	1,21016	43,0839	WGS84 	460	S	1	descendent	30	forest	Quercus pubescens	90	0	23	karst	descendent	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_087	Grotte de Terreblanque	France	0,80281	43,02495	WGS84 	437	S	1	horizontal	10	forest	NA	572	5	4	karst	horizontal	0	0	Dry & Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_088	Grotte de la Devèze 1	France	1,66805	44,62161	WGS84 	345	E	1	horizontal	20	forest	Quercus pubescens, Buxus sempervirens	100	0	5	karst	horizontal	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_089	Grotte de la Devèze 2	France	1,66667	44,62193	WGS84 	340	W	1	descendent	25	forest	Quercus pubescens, Buxus sempervirens	40	0	10	karst	descendent	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_090	Perte de Montbleu	France	1,83076	44,73955	WGS84 	300	E	1	horizontal	4	grass	NA	30	0	0	karst	horizontal	1	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_091	Grotte d Arréglade	France	-0,40944	43,15483	WGS84 	300	N	1	horizontal	0,5	forest	Quercus pubescens, Buxus sempervirens	30	0	15	karst	descendent	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_092	Grotte de Bouche Roland	France	2,50751	44,47428	WGS84 	480	W	1	horizontal	50	forest	Fraxinus sp.	150	3	0	karst	horizontal	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_093	Grotte du Général	France	3,10907	44,01134	WGS84 	730	flat	1	horizontal	1	forest	Quercus pubescens, Buxus sempervirens	65	0	0	karst	horizontal	0	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_094	Grotte sous l église	France	2,71867	44,47152	WGS84 	495	NE	1	horizontal	6	rocky	NA	20	0	3	karst	horizontal	0	0	Dry	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_095	Grotte du Roc	France	0,76753	44,06763	WGS84 	100	E	1	horizontal	6	forest	Quercus sp.	200	0	3	karst	horizontal	1	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_096	Grotte de la Madeleine	France	1,70061	44,07398	WGS84 	200	S	2	horizontal	25	forest	Buxus sempervirens	500	0	5	karst	horizontal	1	0	Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_097	Grotte Senchet	France	1,68474	44,09577	WGS84 	250	S	1	descendent	NA	shrubs	Buxus sempervirens	NA	0	0	karst	horizontal	0	0	Dry	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_098	Grotte de la Fromagerie	France	1,67319	44,68042	WGS84 	350	S	1	descendent	2,5	grass	Thermophilic lawn	50	0	8	karst	horizontal	0	0	Dry & Humid cave	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_190	Grotte sous l église	France	2,71867	44,47152	WGS84 	495	NE	1	horizontal	6	rocky	NA	20	0	3	karst	horizontal	0	0	Dry	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_191	Grotte des Excentriques	France	5,94957	48,6427	WGS84 	230	flat	1	horizontal	NA	NA	NA	NA	0	5	karst	horizontal	0	0	NA	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_192	Grottes des Havardières	France	-0,40906	47,99403	WGS84 	90	E	1	horizontal	NA	forest	NA	NA	0	0	karst	horizontal	0	0	NA	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_193	Grotte des Vipères	France	-0,40444	47,99146	WGS84 	90	N	1	horizontal	NA	forest	NA	NA	0	0	karst	horizontal	1	0	NA	NA	Unpublished data	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_194	Gouffre du Diable	France	2,18773	49,10152	WGS84 	70	W	1	descendent	1,5	forest	Buxus sempervirens	100	0	30	karst	descendent	0	0	Dry	NA	http://maspeleoamoimonwebedenfr/#/troududiable/3746771	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_195	Souterrain du Fort des Ayvelles	France	4,74777	49,72435	WGS84 	222	flat	3	horizontal	9	forest	NA	NA	0	0	artificial	horizontal	0	0	NA	NA	http://wwwdomaine-ayvellesfr/	Sylvain Dejean & Samuel Danflous & Herve Brustel	sylvaindejean@espaces-naturels.fr & samueldanflous@espaces-naturels.fr & hervebrustel@purpan.fr
CAVE_484	Feengrotten	Germany	11,34139	50,635	WGS84 	313	NA	NA	NA	NA	NA	NA	NA	NA	NA	artificial	NA	0	1	NA	NA	Eckert et al 1998 Höhlenforsch Thüringen 11:1-87	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_485	Angerlloch	Germany	11,28692	47,55997	WGS84 	940	NA	2	descendent	NA	rocky	NA	700	NA	NA	karst	descendent	NA	0	NA	Zaenker et al 2017	Zaenker et al 2017	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_486	Schneiderloch	Germany	12,84472	47,66143	WGS84 	640	NA	1	descendent	5	rocky	shrubs	46	2	18	karst	descendent	1	0	NA	Zaenker et al 2017	Zaenker et al 2017	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_487	Kalkberghöhle Bad Segeberg	Germany	10,31681	53,93582	WGS84 	40	NA	NA	NA	NA	NA	NA	2260	NA	NA	karst	NA	0	1	NA	NA	Schmidt 1960	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_488	Heimkehle	Germany	10,95467	51,49697	WGS84 	205	NA	NA	NA	NA	NA	NA	2000	NA	NA	karst	NA	0	1	NA	NA	Eckert et al 1998 Höhlenforsch Thüringen 11:1-87	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_489	Kluterthöhle	Germany	7,35472	51,29917	WGS84 	204	NA	NA	NA	NA	NA	NA	5678	NA	NA	karst	NA	1	1	NA	NA	Weber 1991 Abhandlungen zur Karst-und Höhlenkunde 29:1-322	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_490	Prinzenhöhle	Germany	7,77392	51,37983	WGS84 	248	NA	NA	NA	NA	NA	NA	NA	NA	NA	karst	NA	0	0	NA	NA	Weber 1991 Abhandlungen zur Karst-und Höhlenkunde 29:1-322	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_491	Alte Höhle	Germany	7,77372	51,37989	WGS84 	NA	NA	NA	NA	NA	NA	NA	630	NA	NA	karst	NA	0	0	NA	NA	Weber 1991 Abhandlungen zur Karst-und Höhlenkunde 29:1-322	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_492	Siegfriedhöhle	Germany	8,90043	51,23136	WGS84 	360	NW	2	horizontal	4	forest	deciduous�forest	43	3,6	6,7	karst	descendent	0	0	NA	Böhm & Stein 1985	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_493	Stollen im Dalwigker Holz	Germany	8,90154	51,23901	WGS84 	340	S	1	horizontal	2	forest	deciduous�forest	420,5	3	7,1	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_494	Kammerbacher Höhle	Germany	9,89555	51,26645	WGS84 	270	W	1	descendent	4	forest	deciduous�forest	111	18	4	karst	horizontal	0	0	NA	Pflug et al 1985	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_495	Große Rambacher Höhle	Germany	10,16768	51,11638	WGS84 	330	W	1	descendent	1	shrubs	shrubs	150	0	3	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_496	Grube Lange Hecke V	Germany	9,92937	51,01063	WGS84 	320	SW	1	descendent	2	forest	deciduous�forest	10	0	3	artificial	descendent	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_497	Dachsberghöhle	Germany	10,07882	51,04442	WGS84 	400	SW	2	descendent	3	forest	deciduous�forest	54	0	22	tectonic	pit	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_498	Felsenkeller im Zellersgrund	Germany	9,72245	50,88336	WGS84 	226	W	1	horizontal	2	urbanized	urban area	100	10	0	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_499	Ransbacher Senke	Germany	9,89737	50,83605	WGS84 	450	W	1	horizontal	1	forest	deciduous�forest	68	0	28,2	tectonic	pit	0	0	NA	Dewald 1985	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_500	Felsenkeller am Rauschenberg	Germany	9,70796	50,5709	WGS84 	380	NW	1	horizontal	1	forest	deciduous�forest	153,4	5,5	0	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_501	Felsenkeller am Ziehküppel	Germany	9,95952	50,57134	WGS84 	480	W	1	horizontal	2	shrubs	shrubs	19,7	3,2	0	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_502	Felsenkeller bei Dietges	Germany	9,92959	50,52881	WGS84 	600	NW	1	horizontal	2	forest	deciduous�forest	16,6	2,8	0	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_503	Tonbergwerk bei Abtsroda	Germany	9,92897	50,50731	WGS84 	700	SW	1	horizontal	2	rocky	shrubs	148	3	0	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_504	Felsenkeller am Pfunds-Museum	Germany	9,87635	50,55072	WGS84 	490	S	1	horizontal	2	shrubs	shrubs	37,4	2,8	0	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_505	Milseburgtunnel	Germany	9,89164	50,56105	WGS84 	530	W	2	horizontal	36	forest	deciduous�forest	1172	6	0	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_506	Brauereikeller Müller	Germany	9,86833	50,48706	WGS84 	490	N	1	horizontal	2	urbanized	urban area	123,2	7,7	0	artificial	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_507	Fuchshöhle	Germany	10,18032	50,41954	WGS84 	360	SW	1	horizontal	2	forest	deciduous�forest	21	14	3	karst	descendent	0	0	NA	Bronner & Weber 1979	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_508	Kohlberghöhle 1	Germany	7,99316	50,35568	WGS84 	140	SW	1	horizontal	1	forest	deciduous�forest	20	6,9	0	karst	ascendent	0	0	NA	Pfanzelter 1998	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_509	Teufelshöhle bei Steinau an der Straße	Germany	9,45474	50,33779	WGS84 	285	SW	2	horizontal	2	forest	deciduous�forest	177	20	4,9	karst	pit	0	1	NA	Böhm 1985 Stein 1985	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_510	Schlucht	Germany	8,02506	50,27753	WGS84 	280	N	2	horizontal	2	forest	deciduous�forest	530	11,1	24,8	karst	pit	0	0	NA	Böhm et al 1985	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_511	Große Höhle im Beilstein	Germany	9,40219	50,16933	WGS84 	460	S	1	horizontal	5	forest	deciduous�forest	24	7	4	volcanic	pit	0	0	NA	Stein 1992	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_512	Kleine Höhle im Beilstein	Germany	9,40261	50,16924	WGS84 	460	S	1	horizontal	4	forest	deciduous�forest	7	6,3	0	volcanic	ascendent	0	0	NA	Stein 1992	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_513	Erdbachhöhle	Germany	9,0049	49,66453	WGS84 	220	S	2	horizontal	1	rocky	shrubs	100	0	5	karst	horizontal	1	0	NA	Otter 1985	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_514	Leonhardsklause	Germany	8,86942	49,45786	WGS84 	190	W	1	horizontal	9	forest	deciduous�forest	25	2	0	tectonic	horizontal	0	0	NA	Stein & Zaenker Unpublished data	Blick in Zaenker 2001 Abhandlungen zur Karst-und Höhlenkunde:32; actualized 2018	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_515	Heinzengrabenhöhle	Germany	9,99205	49,2647	WGS84 	550	NA	NA	NA	0	NA	NA	420	NA	NA	NA	NA	0	0	NA	NA	Blick & Zaenker Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_516	Rainloch	Germany	8,77714	48,94081	WGS84 	325	NA	NA	NA	0	NA	NA	157	NA	NA	NA	NA	0	0	NA	NA	Blick & Zaenker Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_517	Laierhöhle	Germany	9,86175	48,61542	WGS84 	685	NA	NA	NA	0	NA	NA	2400	NA	NA	karst	NA	NA	0	NA	NA	Blick & Zaenker Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_518	Falkensteiner Höhle	Germany	9,45289	48,51429	WGS84 	620	NA	1	horizontal	NA	forest	deciduous�forest	3987	0	0	karst	horizontal	1	0	NA	NA	Dobat 1975 Jh Ges Naturkde 130:260-381; Blick & Zaenker Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_519	Bären- und Karlshöhle	Germany	9,21534	48,37096	WGS84 	800	NA	NA	NA	NA	forest	deciduous�forest	292	NA	NA	karst	horizontal	0	1	NA	NA	Dobat 1975 Jh Ges Naturkde 130:260-381	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_520	Bärentalhöhle	Germany	9,63864	48,37253	WGS84 	622	NA	NA	NA	0	NA	NA	310	NA	NA	karst	NA	NA	0	NA	NA	Blick & Zaenker Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_521	Hohler Stein bei Lehengericht	Germany	8,32989	48,25869	WGS84 	790	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	Blick & Zaenker Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_522	Haugenloch	Germany	8,56172	48,2929	WGS84 	480	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	Blick & Zaenker Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_523	Höhle ohne Namen in Steinamwasser	Germany	11,60432	49,72758	WGS84 	430	NA	1	horizontal	2	urbanized	urban area	600	25	10	karst	pit	1	0	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240; Thaler & Plachter 1983 Senckenbergiana Biologica 63:249-263	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_524	Brunnsteinhöhle bei Neudorf	Germany	11,24482	49,81814	WGS84 	460	NA	1	horizontal	NA	forest	deciduous�forest	99	2	8	karst	pit	0	0	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240; Thaler & Plachter 1983 Senckenbergiana Biologica 63:249-263	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_525	Schneiderloch bei Streitberg	Germany	11,22619	49,81488	WGS84 	372	S	1	horizontal	NA	rocky	shrubs	70	0	0	karst	horizontal	1	0	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240; Blick & Schabdach Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_526	Binghöhle	Germany	11,21694	49,81222	WGS84 	375	NA	2	horizontal	NA	forest	deciduous�forest	300	0	0	karst	horizontal	0	1	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240; Blick & Schabdach Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_527	Rosenmüllershöhle	Germany	11,25929	49,8079	WGS84 	430	NA	2	horizontal	2	forest	deciduous�forest	112	13	0	karst	ascendent	0	0	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_528	Oswaldhöhle	Germany	11,2721	49,79953	WGS84 	450	NA	2	horizontal	30	forest	deciduous�forest	70	15	0	karst	horizontal	0	0	NA	NA	Blick & Zaenker Unpublished	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_529	Schönsteinhöhle	Germany	11,24528	49,81786	WGS84 	460	NA	1	horizontal	2	forest	deciduous�forest	600	2	17	karst	pit	0	0	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240; Thaler & Plachter 1983 Senckenbergiana Biologica 63:249-263	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_530	Hohberghöhle bei Sorg	Germany	11,29708	49,6934	WGS84 	524	NA	1	horizontal	1	forest	deciduous�forest	226	0	0	karst	pit	0	0	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240; Thaler & Plachter 1983 Senckenbergiana Biologica 63:249-263	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
